PG.ProteinAccessions,PG.Genes,[1] HF_RCF20200718_52ITDR_0nM_1.raw.PG.Quantity,[2] HF_RCF20200718_52ITDR_0nM_2.raw.PG.Quantity,[3] HF_RCF20200718_52ITDR_0nM_3.raw.PG.Quantity,[4] HF_RCF20200718_52ITDR_0nM_4.raw.PG.Quantity,[5] HF_RCF20200718_52ITDR_0nM_5.raw.PG.Quantity,[6] HF_RCF20200718_52ITDR_2nM_1.raw.PG.Quantity,[7] HF_RCF20200718_52ITDR_2nM_2.raw.PG.Quantity,[8] HF_RCF20200718_52ITDR_2nM_3.raw.PG.Quantity,[9] HF_RCF20200718_52ITDR_2nM_4.raw.PG.Quantity,[10] HF_RCF20200718_52ITDR_2nM_5.raw.PG.Quantity,[11] HF_RCF20200718_52ITDR_20uM_1.raw.PG.Quantity,[12] HF_RCF20200718_52ITDR_20uM_2.raw.PG.Quantity,[13] HF_RCF20200718_52ITDR_20uM_3.raw.PG.Quantity,[14] HF_RCF20200718_52ITDR_20uM_4.raw.PG.Quantity,[15] HF_RCF20200718_52ITDR_20uM_5.raw.PG.Quantity,[16] HF_RCF20200718_52ITDR_40nM_1.raw.PG.Quantity,[17] HF_RCF20200718_52ITDR_40nM_2.raw.PG.Quantity,[18] HF_RCF20200718_52ITDR_40nM_3.raw.PG.Quantity,[19] HF_RCF20200718_52ITDR_40nM_4.raw.PG.Quantity,[20] HF_RCF20200718_52ITDR_40nM_5.raw.PG.Quantity,[21] HF_RCF20200718_52ITDR_800nM_1.raw.PG.Quantity,[22] HF_RCF20200718_52ITDR_800nM_2.raw.PG.Quantity,[23] HF_RCF20200718_52ITDR_800nM_3.raw.PG.Quantity,[24] HF_RCF20200718_52ITDR_800nM_4.raw.PG.Quantity,[25] HF_RCF20200718_52ITDR_800nM_5.raw.PG.Quantity
P53779,MAPK10,103754.4219,101471.3906,100856.1094,99681.17188,104453.75,101655.8594,106598.2734,99757.39063,98543.25781,114401.3438,131240.0156,125387.0313,125396.125,125147.3828,137429.5313,104471.0547,97331.46875,108514.1875,100740.3906,107063.4219,109439.7891,97966.47656,99276.65625,102985.8828,117862.2656
P53801,PTTG1IP,84121.53125,75454.69531,98336.90625,64892.90625,51422.23047,106571.0078,59560.79297,112119.4609,100519.9922,103432.8203,103574.3594,107304.8281,64653.17188,85806.89063,80346.64063,109806.0938,85017.78906,59328.08203,101932.9844,115270.1016,69303.48438,12856.48242,61627.07422,98913.14844,22608.30078
P53803,POLR2K,15600.65332,28310.36523,19755.51953,19604.20898,14198.99609,16607.40625,14808.55371,20010.06055,14547.70605,12844.25391,13966.07617,19614.35938,35843.95313,25324.86133,16378.67383,22669.42773,29097.8457,31232.42773,23257.35742,22713.92383,20164.64258,32608.15039,31448.57422,25391.37695,11086.74219
P53805,RCAN1,33138.69922,32738.32813,35655.59766,30253.05859,28761.26172,28603.21484,32346.79883,28775.69922,26620.54688,29083.44336,16337.61719,25641.46875,31063.37305,26810.52734,32751.26367,33275.01172,28962.6582,31372.26367,33343.42969,28147.18945,32376.94727,34137.44141,40072.45703,25582.73828,30761.34961
P53814,SMTN,47082.39844,35284.67578,50475.01563,49133.85938,59420.27734,46069.01172,36240.57813,53747.29297,38862.125,64820.85156,58165.01172,56738.03906,47250.33594,46329.12891,56437.24609,30828.40625,42509.3125,37527.63281,50734.53516,68945.75,46708.38281,47032.0625,47139.07813,63576.24219,66556.46094
P53990,IST1,391003.4063,389912.375,400667.875,389043.75,407084.5938,402720.1875,376915.5625,387862,398152.5625,400897.4375,375994.25,403995.9375,379419.2188,333047.3438,366981.375,314507.7813,390143.5625,370298.75,384102.5313,428527.5313,391039.4063,452278.9375,419646.0938,402311.8438,424308.0625
P53992,SEC24C,239137.4844,261149.1094,271464.9063,270673.4375,305182.75,268009.4063,210210.1563,266569.375,257093.8125,253849.7813,266600.9375,302326.5,274719.7188,315899.5938,356789.4063,308371.125,262998.6563,309670.875,310506.4375,256215.5781,286233.0938,336165.0938,382275.9688,269272.6875,300079.2188
P53999,SUB1,6125339,7067186,6031572,6471836.5,5831128.5,6250735.5,5763752,6254241.5,5527051,5895463,6002016.5,5975695,6787243,5805509,5378295,6053858,6430995,6726169,6524774.5,5822992,5806196,7148359.5,6745134,6207391,5929760
P54105,CLNS1A,2335104.75,2513350.25,1944571.375,2709536.5,2657431.5,2745285.5,2599198.25,2669996.25,2505577.5,2476891,2057013.875,2426612,1604270.875,2660751.5,2781987.5,2149399.5,1906662.25,2565463.75,2104819.25,2464867.25,2236905.5,3188732.5,2662105.25,2130015,2716320.25
P54132,BLM,52336.32813,49136.17969,51774.59375,54673.70313,52600.61719,53799.98438,56946.06641,53625.55078,46665.42969,51641.11328,50604.71875,52242.87109,54149.33594,51889.79688,55610.00391,49990.24609,45943.78906,55749.58203,58539.26953,52322.04688,47531.69531,68962.875,57910.93359,50794.24609,56567.17578
P54136,RARS,506321.0625,514447.9375,511602.5313,610188.5625,474125.1875,438314.6875,571361.8125,505084.2188,508897.7813,453868.375,477211.4063,555816.5,451817.6875,526929.4375,572355,676734.3125,518939.4688,486946.75,466877.2188,482114.6563,502610.3125,585085.875,637651,440373.3438,561968.75
P54198,HIRA,24067.76367,23950.45703,20790.63867,25634.47656,23160.55273,25195.54297,23031.66406,163157.375,18159.625,166108.2031,159910.7344,21602.99023,19922.57617,21878.26367,24378.79102,169720.2813,25795.3457,21329.08398,164243.0313,22907.96875,163981.8125,26315.70508,25413.94141,22904.53906,24365.56641
P54252,ATXN3,78788.21875,70380.21094,80647.88281,73092.34375,87075.03125,78550.1875,82268.125,76304.92969,80858.61719,85905.71875,83318.89063,78658.00781,67102.20313,81445.95313,71976.91406,66650.99219,61397.4375,73413.0625,76576.625,81461.46875,78361.71875,78637.80469,74074.52344,80308.29688,89973.04688
P54259,ATN1,11276.28125,11824.09766,15205.49219,10242.7793,12417.49805,14516.85938,13162.17969,13639.58203,12213.71289,17963.13281,12038.78223,11643.57031,13142.62598,12328.16797,13418.16406,13422.05762,13847.93457,15427.62695,12736.6543,19185.87305,14889.64941,11159.32715,12706.22168,12684.35547,15250.61914
P54277,PMS1,6254.419922,5764.564453,6891.336426,7960.063477,5756.991699,5813.50293,7021.312988,6241.335449,5946.383789,5082.722168,5541.780273,6246.931641,5968.250488,7169.182617,7140.685547,8759.109375,7425.749023,6353.109375,5912.049316,5603.464355,6311.033691,9815.676758,9110.324219,4629.110352,6275.691406
P54278,PMS2,23746.1543,21569.88867,24332.99023,28139.85547,21565.27539,22013.02734,23526.98438,24426.70898,24188.22461,23064.32422,21574.32422,22879.06055,22184.9082,22630.91602,13428.87305,25112.20508,21927.25,24833.53906,22891.26758,21438.87891,22388.39648,19031.37305,26993.47852,24350.6543,21304.59766
P54577,YARS,1010115.375,902724.125,990736.375,1020610.5,929939.8125,946605,1055549.125,992622.75,1076001.375,1005735.125,1053929.5,1026035.063,891897.8125,1082422.5,1127693,1337940,957132.4375,921863.125,890402.875,1007217.688,998286.3125,869253.5,958257.4375,941673.625,1010654.188
P54578,USP14,1352717.125,1483034,1399661.625,1440505.125,1333495.875,1374990,1339453,1387674.25,1352238.25,1356726.375,1338184.25,1411764.875,1329419,1293268.75,1315821.625,1449241.25,1419563.25,1464723.75,1367569.75,1284850.25,1349458.375,1438136.125,1456197.125,1322670.125,1266047.125
P54619,PRKAG1,103869.2813,100383.1094,94559.9375,91151.32813,99941.92969,94648.08594,95518.64844,91136.65625,97951.78906,97508.66406,96655.21094,99952.82813,99480.53125,104455.5469,104056.1016,105216.9688,99933.96875,91407.1875,101670.3594,96380.77344,108566.0625,88984.40625,94622.72656,104785.3516,104211.2266
P54652,HSPA2,16792348,15572979,16230500,14695495,16159053,16751246,15763089,15010141,15917326,16304035,16178272,15608782,14373204,14705214,15657052,14050015,14573624,14060257,15178401,16788210,15830327,13370075,13261227,16567611,17655386
P54687,BCAT1,1872257.625,1704797.25,1718089.5,1669733.5,1836439.875,1822578.25,1648298,1682445,1702343.25,1735543.25,1727277.75,1638379.625,1682138.125,1538935.125,1659541.125,1543150.125,1647774.375,1656998,1690459.125,1793901.75,1666671.75,2043194.75,1693338.875,1811822.125,1778426.5
P54725,RAD23A,1703237.375,1294409.75,1613448.25,1408007.875,1754630.25,1685784.25,1557100.25,1477920.375,1695886.25,1749849.875,1618413.75,1488324.5,1283603,1655825.875,1716253.375,1334440.125,1249548.625,1271670.375,1512192.375,1682911.75,1484004.25,1442282.375,1167440.5,1685781.25,1959561.5
P54727,RAD23B,1217792.125,1225855.125,1138876.75,1193882.75,1199559.375,1228508,1157443.25,1152453.25,1148034.375,1241861,1215655.5,1152322.75,1283149.25,1179730.875,1150281.625,1163505.875,1157192.375,1270301.125,1204829.75,1186149,1148425,1383802.875,1261063.875,1257671.125,1175249.875
P54802,NAGLU,109194.1797,109246.0781,110165.5703,111831.6719,110599.8359,116712.3125,109143.7344,112041.4609,108829.5,118539.1875,105669.0234,109136.2109,107822.5,114580.8984,109647.4219,106211.375,105827.9141,112051.6328,113614.0234,118872.0938,110615.5703,105439.6797,111355.0156,119868.5781,113847.1563
P54803,GALC,97803.04688,92560.78125,96045.92188,98521.38281,97308.99219,90583.03125,94944.46875,102978.4297,98363.52344,92957.45313,96999.25,100519.9844,95421.64063,103350.9844,106895.5859,115162.1484,95880.65625,97176.57031,95671.40625,103476.7266,96531.70313,113008.1797,109005.1328,99047.5,101003.2734
P54819,AK2,3221728.5,3405651.25,3264376.25,3371830.75,3410392,3603451.5,3282709.75,3385798.5,3397757.75,3645256.5,3187967.5,3169550,3392247,3314719,3312615.25,3108193.75,3231361.25,3371085.75,3335659,3415644.25,3238236.75,3916173.25,3393912,3532912.75,3602574
P54886,ALDH18A1,104099.3203,94783.52344,97402.92188,106015.6484,89848.50781,86079.16406,98874.42188,92111.58594,98012.96094,89208.29688,96246.58594,104225.9219,92133.14844,98377.11719,102065.0547,135530.3906,103275.375,93544.89844,83974.53125,88276.57813,94836.875,98133.04688,110373.5547,88316.21094,95734.3125
P54920,NAPA,311897.1875,296914.5,307839.5625,327883.875,289940.9063,310771.375,302775.3125,280010.2813,307535.0313,312828.0938,297345.9688,293517.7188,291015.7188,301742.5313,297972.9688,294903.3125,291698.625,286743.8125,310587.25,313982.5938,290032.4375,259289.7344,318109.4688,295840.2188,339063.4375
P55010,EIF5,1229176,1265929.625,1275547.25,1322999.5,1217194.125,1255905.375,1319995.875,1331199.75,1238298.75,1244970.375,1237395.5,1298998.75,1217801,1308307.125,1242612.25,1419971.25,1305449.5,1337286.25,1284042.625,1277477.875,1217031.5,1297234.625,1370234.5,1195522.875,1269384.625
P55011,SLC12A2,32656.69336,34874.37109,34633.4375,32933.37891,34589.08594,38421.05859,31334.50977,39314.58984,37781.22266,37212.05469,33403.07422,23430.69336,32944.89844,37957.97656,39704.98828,20431.81445,36449.67188,31922.7832,34610.62891,33287.96484,34739.875,36983.26953,30109.1875,38373.08984,35441.66797
P55036,PSMD4,1022557.563,1024468.938,976717.5625,1028891.938,982055.5,1015145.063,960940.4375,978768.125,992532.5,1018215.313,983152.9375,1025791.625,1000307.625,976518.8125,1061563,896426.3125,977694,1006559,1013917.063,973823.875,940043.8125,1221910.5,1158891.75,1058365.125,1066023.5
P55039,DRG2,251109.875,234688.8438,254100.4844,253880.9688,255679.9063,256637.4688,260997.0938,262653,245679.9375,261992.0313,263865.3438,263191,244781.8125,254484.625,262461.1875,249151.0313,241425.0469,246423.2344,250194.5938,269150.6875,250300.2813,276666.875,275445.3438,251538.2188,270584.0313
P55060,CSE1L,1315370.125,1335522.5,1448380.25,1447342,1373714,1359894.25,1352526,1396338.25,1277664,1338211.5,1266474.375,1267250,1199912.375,1257942.5,1256669.625,1496884.625,1291784.25,1395386.25,1300278.375,1388663.5,1334250.5,1473090.625,1508911.875,1303365.5,1324405.375
P55072,VCP,5725984.5,6013817.5,5906450.5,5586410,5856434.5,6038821,5822009,6041302.5,5940685.5,6117163,5977488.5,5430056,5600530.5,5986419.5,5611286,5471361,5755125,5798873,5905539,6047704.5,5805321.5,5932737.5,5366907,5970858.5,6041864.5
P55081,MFAP1,270630.8125,296315.9375,274756.1875,284894.875,273566.25,287616.375,245440.7656,270888.5625,267701.8125,277837.5313,229478.3594,242624.1875,315291.125,283171.0625,282984.125,266955.9375,298288.625,271046.2813,287420.4375,277796.125,252528.9063,314686.4375,287558.0625,276870.2188,330998.3125
P55084,HADHB,305423.8438,301268.7188,318129.0625,367401.4375,300015.5313,293268.5,347509.5313,313968.7188,323318.8438,323026.0625,305876.7813,324734.7188,302612.2188,323361.5938,339899.2188,390119.1563,313168.875,312014.0625,301996.125,313368.6563,317240.0313,364925.75,375478.9375,298505.6563,334684.125
P55145,MANF,346788.3125,332917.6875,334505.75,313909,334439.1563,338077.4063,325762.5625,340616.6875,333119.8125,339966.9688,340285.25,313001.25,335287.25,332269.5938,330333.9063,280475.0938,303024.125,321696.125,339681.9375,338467.375,316226.625,372399.125,338632.4063,369079.5313,370604.2188
P55196,AFDN,164689.8125,162553.5625,169355.1094,151790.6875,178899.4063,176926.6563,166133.1406,167489.7969,174156.0313,181795.9688,167947.5781,164374.9375,139859.3438,164452.5938,169110.4531,161386.6719,154822.625,156819.625,163238.1875,180257.9219,164392.7188,133672.6719,130925.2813,167482.7188,172497.7031
P55199,ELL,47911.78906,50533.42969,49735.14453,50837.72266,48798.75,49682.57031,45802.9375,46070.22266,48090.58984,47851.74219,43044.06641,45130.05078,47629.67969,46393.13672,46403.14063,40843.89063,53665.98828,51604.94531,51598.35547,50230.89844,47877.36719,60297.01953,54798.96094,51065.875,48564.22266
P55209,NAP1L1,2515576,2265142,2623144.5,2457409.25,2625274.75,2477267,2686181.25,2459039.25,2502968.75,2751191.75,2477767.25,2505775.75,2292785.25,2549393.5,2672041,2708360.5,2433024,2528650,2492902.25,2842409.5,2681370.25,2400264.25,2365139.25,2526646.5,2994679.5
P55211,CASP9,17569.75781,17426.39844,21360.70117,20951.19727,21189.58398,19743.05273,25596.26563,22653.3418,21338.93555,20461.9043,13603.47852,18001.09375,18170.07422,21821.58398,22413.58789,25703.91211,20765.6875,21935.05664,21583.21094,18543.67773,19772.14844,17232.57031,22340.04102,21628.25781,24154.23438
P55212,CASP6,373092.4375,322508.125,367539.9688,348642.2188,372270.0938,377832.5313,372098.9375,333529.2813,367583.9375,375359.4375,372860.4375,318332.1875,373016.9063,382550.5938,396523.0938,336014.0625,364128.9063,349754.5625,377043.8125,385436.2813,374784.9688,376853.2813,374913.9688,400294.1875,410001.9375
P55263,ADK,1308339.625,1285185,1297354.875,1358577.625,1291246.25,1322262.375,1297577.5,1344113.875,1272359.25,1361768.75,1648981.25,1625599,1718545.125,1763857.5,1772309.75,1275351.5,1241161.25,1301459.75,1316087.75,1326631.625,1285862.125,1572254.625,1493699.5,1364806.625,1402081.75
P55265,ADAR,156256.6406,139937.4844,144892.7969,149771.7969,148019.2188,153671.5625,155409.3594,150241.7188,149420.8906,152249.0469,150641.4219,153244.4688,147192.7813,152502.3281,158884.5,173717.6094,148769.7344,154143.5,153132.1094,147790.9531,140474.0781,157173.9375,162451.4531,147455.75,152515.7031
P55327,TPD52,46535.34766,49263.93359,54103.22656,50338.44141,56567.875,50894.88672,52134.08594,54711.54688,39471.66797,46027.37891,45488.73047,45839.22656,51932.36328,52144.14844,59427.78516,42748.03906,49148.15625,53980.0625,59504.58203,55771.0625,58212.76172,57765.33203,51731.10938,54486.04688,56227.82031
P55735,SEC13,505359.1563,479277,515618.0313,586256.8125,533031.5,507793.7188,581426.875,510095.125,570794.875,597522.5625,518312.25,519047.4063,506617.5938,565465.25,640276.25,523293.1875,496509.5625,493779.5625,561624.3125,541064.625,506847.9375,610768.125,546994.5625,525907.9375,580169.0625
P55769,SNU13,229733.125,316191.375,305760.9375,349262.3125,303176.1563,297087.7813,328984.1563,293423.0625,309801.1563,308052.9375,299480.7188,318696.6563,315336.8125,321472.1875,341413.2813,354753.2813,313005.3125,305138.5313,312768.6563,298563.75,307726.0625,384360.375,353335.5938,315269.4688,340516.125
P55786,NPEPPS,1379371.875,1436829.375,1459063.25,1484849.75,1441944.125,1504805.5,1318136.25,1445251.875,1385573.125,1484781.75,1334281.25,1431810.25,1448822.625,1318822.125,1429111,1259082.375,1443041.375,1477738.625,1473533.5,1456711.25,1405484.625,1777898,1519894.875,1548561.5,1456629.75
P55789,GFER,57107.92188,58922.71875,57215.55469,52092.83984,55636.91406,59617.02344,55352.26172,57189.97266,52340.26172,57421.51172,51240.07422,52997.5625,57337.15234,59633.98828,50821.88672,46485.33203,50175.19531,57746.79688,55922.89063,55803.28906,53260.83984,49597.48047,47627.79297,59052.85938,55022.90625
P55795,HNRNPH2,210776.875,209557.6719,209368.0313,217674.25,166249.9531,173271.3594,200571.8281,190277.4844,205596.375,165527.9688,201758.4375,210315.5,186629.375,187666.3438,197218.2813,294437.7188,217906.9219,208354.0938,177064.1563,173555.6875,186300.3125,193961.3906,215658.2969,161128.2188,167039.625
P55809,OXCT1,67700.34375,63898.40234,67573,65749.95313,62476.49609,71929.05469,69895.69531,69319.89844,67120.26563,68383.8125,67029.67188,66920.48438,60461.5625,60897.96484,64875.41406,62021.11328,64262.96094,65074.81641,61194.94922,65704.38281,62718.59375,72451.4375,61811.32031,51163.01172,58836.60938
P55854,SUMO3,2093051.25,1557370.875,1431021.75,2086294.375,1630924.875,1506791.375,2169934.75,2245955.5,2338946.75,2210259.25,2073103.375,2016973.75,2332056,1554224.5,1691863.375,2069348.5,1462608.25,2391877.75,1653702.375,1620865.5,1611665,1958080.125,2464016.25,2322502.75,2616720.5
P55884,EIF3B,1688132.125,1716623.625,1675287.25,1816320,1610123,1641858.125,1734833,1652716.25,1669250.75,1678172.375,1690645,1738756.625,1597843.25,1726723.125,1735768.75,2005952.125,1733916,1695732.375,1737298.625,1660952.125,1619266.625,1948926.75,1951046.5,1576528.25,1708243.625
P55957,BID,532343.75,598286.375,603026.625,594119.1875,659036.8125,625792.8125,587575.125,564819.25,635781.25,637747.375,591283.9375,586511.75,655073.1875,654266.25,600757.125,547943.75,621424.75,625539.0625,587439.5,633537.25,642565.0625,559831.375,490773.4688,627835.875,607303.25
P56182,RRP1,14493.83789,21027.23047,20172.0957,23000.44336,17755.22461,17761.02539,21440.60352,17614.33789,20272.82031,18116.74219,22201.30664,26247.57813,18539.47656,22076.3125,21094.14063,26046.12891,23284.23633,20436.77734,18001.61133,16808.29102,19652.33398,19227.75,22082.47461,18027.98242,19527.10938
P56192,MARS,637558.5,676032.4375,664228.5,740256.3125,594736.4375,588825.25,663652,635719.875,666205.3125,538787.75,640634.25,696313.625,578721.625,653809.1875,671015.125,855602,654782.5625,628953.25,600415.5625,631233.9375,664594,655235.75,769838.3125,576351.5,623433.5625
P56211,ARPP19,83025.42188,85937.15625,86842.78906,60687.92578,86202.96875,84473.25,78804.13281,73213.52344,82151.3125,83683.08594,83547.125,71374.125,77738.03906,83805.10156,72666.44531,68478.91406,77889.05469,81072.40625,68784.86719,78873.08594,82758.10938,41549.06641,46486.66406,87110.34375,67473.34375
P56270,MAZ,11428.55469,9917.166016,10472.79785,9109.730469,8830.584961,9347.418945,9425.03418,10639.35156,10694.82813,11551.37695,11918.17578,13013.49219,11125.85156,11570.42969,11547.67383,12182.9668,14516.55957,15780.52539,13069.4375,10679.60449,10320.40234,12172.55762,11884.11328,13083.6416,13534.65039
P56277,CMC4,66380.89063,67580.5,65293.79688,75572.44531,72519.14063,70249.84375,64621.0625,69700.78906,69931.5625,72133.02344,56888.28516,60345.67578,69855.60156,62117.80859,68827.625,48630.66406,64721.48438,66535.21875,76437.13281,67035.6875,64852.30859,89192.25781,75665.04688,71686.25781,69772.89844
P56282,POLE2,22635.21875,33702.65625,29192.1875,34349.33984,21957.00977,23310.58789,31671.64258,25439.32813,23394.43164,24585.44922,24095.39063,24945.13086,25042.82227,29497.37695,29857.02148,37541.38672,27754.5,29585.56836,28293.80273,26671.30469,27129.24609,33455.30078,30344.93164,27467.92969,25889.72852
P56377,AP1S2,171242.7969,149700.4219,167209.5,148636.1406,163210.5313,177451.2656,160290.75,170679.7969,161950.0625,167982.0781,184965.5469,172972.8281,160743.0938,174162.75,178473.8438,183012.8125,152389.0938,150742.1406,151376.6563,178925.9531,165235.5313,153176.4063,149093.6563,157596.1875,179703.8438
P56524,HDAC4,6346.629395,7526.068848,7459.99707,7142.775391,7435.044922,6479.516113,6702.908691,6702.060059,7142.489746,7601.804688,7259.54834,7102.733398,6928.896484,6417.578125,6329.470703,6287.577637,7164.601563,7415.543457,9767.015625,6678.490723,7563.128418,7281.932129,7072.423828,7524.394531,7199.662109
P56537,EIF6,1885805.125,1797488.25,1805398.25,1831161.75,1918803.25,1928548.125,1782730.25,1875871.25,1837171.25,1868159.125,1666513.5,1597909.5,1758827.75,1812811.75,1781418.75,1674148.25,1660455.125,1764274.25,1822878.375,1814951.75,1729966.125,1828687.25,1723435.125,2018997,1822731.375
P56556,NDUFA6,12335.84863,10525.93066,12847.39453,13840.00879,9957.216797,5794.471191,8466.879883,8033.52002,9112.793945,6686.280273,10863.16211,12957.70508,10577.93262,12776.32422,10509.76855,14686.57422,11667.31641,11805.15918,9629.851563,11288.39844,11087.33887,11879.33203,13314.67871,9651.831055,10075.29297
P56645,PER3,60859.05859,52428,50984.19141,45396.86328,47531.11328,54489.125,49416.52344,53728.52734,48059.08984,56090.65625,65956.875,52982.45703,55132,44833.01953,60768.30469,37857.20703,53731.65625,54460.79688,53499.41797,58192.85156,49819.82813,51016.02734,51635.94922,59169.5,53721.55469
P56945,BCAR1,52192.46094,50767.69141,55467.46875,52497.76563,54748.77734,59287.5,57770.37109,52358.69141,57926.38281,52681.01172,54123.89453,38815.58594,49607.74219,51515.95703,46798.4375,54745.86719,44997.07422,50111.67969,47615.01563,62076.26953,56850.5,50977.04688,48406.75,56637.28516,62306.92969
P57076,C21orf59,78577.01563,54427.03906,62759.89063,69045.09375,65520.78906,68498.71094,72222.32813,66269.15625,62452.69531,73788.27344,68972.32813,75311.64844,45357.91406,78642.86719,79673.17969,73435.03125,62639.75391,61012.55469,54411.20703,67264.19531,66776.07031,58660.67578,63487.20313,63306.0625,76591.54688
P57081,WDR4,284890.2813,279546.125,298656.6875,296912.4688,305341.25,310428,294818.6563,298803.625,293884.4375,310125.5625,292702.6875,275958.9375,289274.5625,278656.7188,287994.25,276905.375,284874.7813,300974.625,304412.1563,316998.3438,293575.9375,360483.3438,313174.0938,303478.4688,310505.0938
P57086,SCAND1,Filtered,573.5790405,Filtered,9882.260742,11556.15625,11124.64941,9648.676758,6162.532715,4877.047852,11682.69629,3441.644775,6756.628418,9765.459961,13021.58496,11893.41406,4651.638672,5753.686523,9469.133789,10541.56738,12658.43652,12502.74023,9309.558594,8420.897461,1535.862183,3207.283691
P57678,GEMIN4,45425.02734,45218.82031,49854.42188,51076.38672,37264.85156,42526.38281,51247.20313,50306.97656,49082.03516,41174.76172,37187.80469,45148.33203,40532.58594,50817.54688,57697.76172,62732.46484,48350.84766,41204.66406,36995.62109,48790.01172,46989.8125,41416.03516,55192.38281,47524.48438,52899.82031
P57721,PCBP3,542187.6875,500862.25,498266.875,447535.5,495017.7188,487903.5625,476318.3438,495944.0938,501982.0313,511071.0938,523693,448216.9375,494729,492587.5313,478435.4063,568405.6875,500558.75,504648.5313,489078.5625,502616.125,464125.6875,386831.4688,423226.8125,436223.75,469299.1875
P57737,CORO7,221171,218281.375,215915.7188,240713.9375,210017.8125,196501.1719,223906.2031,199068.8125,216316.9219,189101.5938,198561.2031,221628.9375,198077.7188,198211.3594,223122.4219,234801.25,230008.8594,207215.9219,192414.7188,204591.125,215565.6719,205531.7344,224469.8906,190567.2344,214379.7656
P57740,NUP107,29918.50391,35877.32813,30199.08984,33258.96094,32053.97461,28803.91211,30911.1543,25943.97266,28727.68555,27607.08984,27636.52734,30838.56641,29119.79102,29335.46875,28171.58008,36222.16797,33197.38672,33193.90625,33538.5625,28917.37305,28714.51563,45353.12891,39299.08594,31972.98242,29771.54883
P57772,EEFSEC,25695.03906,23618.37695,26867.84961,27691.83398,26368.80273,25963.57813,27796.3125,25314.29297,26046.13867,26941.35156,23747.68164,26097.88281,21620.96094,28897.63867,27373.25,30071.69336,24145.87695,24807.16992,20910.47266,25921.38867,26109.29883,22859.24414,24354.61133,23156.96484,29446.2168
P58004,SESN2,43947.69531,47265.83203,49614.00391,49221.32813,40007.98438,40562.97266,42983.70313,46140.91016,61094.64453,54167.1875,30158.94727,51256.05859,46819.53125,46879.28125,53264.53516,54664.77344,54064.59766,45043.00781,53443.82031,61616.71875,48094.76953,46351.41016,63335.59766,63205.66406,64575.57813
P58012,FOXL2,11875.6084,19375.22656,9085.572266,24444.11719,3909.102051,17232.43164,22673.29102,14619.39258,8318.068359,18877.83789,20134.2168,22358.68555,21971.24805,18205.98047,23831.61328,20716.16797,22284.52734,25595.13867,28111.56836,17822.03711,19829.30664,48920.64063,36319.62891,14554.53906,17499.00391
P58107,EPPK1,91086.74219,100381.2891,86755.11719,83359.84375,62324.58594,87718.5625,80507.32813,92435.47656,60564.61719,65631.52344,62898.54688,96514.85938,92467.92188,74046.71875,65051.37891,103477.9219,98578.71094,97391.39844,66511.92188,76534.19531,78213.23438,85739.91406,94681.15625,84363.71094,91724.14844
P58546,MTPN,1312109.625,1400670.625,1306599.125,1192387.125,1419082.625,1358768,1372675,1442516.25,1389395,1478825.875,1341854,1241459,1345373,1423664.125,1292209,1188353.125,1347091.625,1401785.25,1417813,1376277.875,1484033.75,1063329.875,1113058.375,1535291.25,1388256.625
P59998,ARPC4,1992614.25,1979132.125,1987329.875,1948226,1976803.625,2041346.875,1879022.875,2064392.125,1969518.25,2077741.875,1838405.5,1905684.125,1898130.75,1959163.875,1962873.625,1849037.375,1846636.25,1923409.25,2044727.75,2061759.25,1944512.5,2272865.5,2107214.25,2056802.875,2079412
P60002,ELOF1,158926.1406,140824.3125,152589.2656,136256.6406,151042.8438,150831.8906,141994.1406,146825.3594,157457.4531,154379.7031,187023.9375,167582.4531,161208.6406,164739.9063,148522.375,171385.9063,160409.8906,163152.9531,170046.3281,146599.4688,161024.4688,128244.5859,141092.5156,151713.2969,145330.5313
P60174,TPI1,14253579,14448813,14566012,14674599,15274124,14457168,13827749,15349447,14701468,15549416,14566318,14701768,15558315,15341739,15183815,12666596,13672664,14816976,14385505,15834045,14181151,18778558,16257672,15543282,15593401
P60228,EIF3E,467505.2188,472697.9375,493204.9375,545202.3125,449004.5313,407328.0313,476684.875,436880.4375,461961.4375,421288.5938,462932.9688,539466.25,448663.3125,446158.5625,513419.875,560058.375,520985.1563,450498.3125,414588.375,465298.5313,470325.625,532219.9375,569992.9375,446169.875,482918.2813
P60510,PPP4C,716128.5,697104.125,698061.4375,668175.375,709575.0625,744545.8125,710998.25,726571,736456,757319.125,708116.3125,737626,717643.375,714129.125,721791.25,694622.6875,676539.0625,700846.3125,695267.9375,745128.75,722588.3125,588183.25,579868.5625,740967.5625,758200.25
P60520,GABARAPL2,478870.0625,444788.8438,452036.25,458432.25,475919.5,459676.2813,442346.2813,462041.7188,463901.5313,468248.5,488862.1563,470364.5313,444915.0313,455434.4688,480597.2813,454974.5313,451663.7813,447631.1563,467275.9063,473244.3125,458985.75,540392.3125,489211.7813,469844.9688,483367.0938
P60660,MYL6,1563533.5,1684044.25,1736489.125,1754711.5,1715138.375,1742835.125,1687700.5,1783257,1735980.875,1706708.5,1583063.5,1595375.75,1776424.25,1667781.5,1638838.75,1478120,1774928.375,1826356.875,1790086.75,1740974.875,1639223.625,2257592.75,1846770.5,1753563.125,1676516.875
